event_id,customer_id,session_id,event_type,event_timestamp,page_url,product_id,category_id,referrer_source,device_type,user_agent,ip_address
evt_004620,cust_23588,sess_673f5ea9,page_view,2025-08-27 10:55:23,blog/categories/posts,prod_5572,cat_home,google,desktop,Opera/8.30.(Windows NT 5.2; ur-PK) Presto/2.9.186 Version/10.00,131.114.213.15
evt_004621,cust_87829,sess_111b9611,checkout_start,2025-09-10 17:13:42,search/categories/search,prod_2376,cat_electronics,email,tablet,Opera/9.30.(Windows NT 4.0; iw-IL) Presto/2.9.177 Version/10.00,100.9.136.141
evt_004622,cust_62370,sess_449531f8,page_view,2025-08-30 06:36:12,categories/search/app,prod_6842,cat_books,facebook,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8 rv:4.0; sl-SI) AppleWebKit/534.36.6 (KHTML, like Gecko) Version/4.1 Safari/534.36.6",156.77.113.41
evt_004623,cust_85666,sess_27c418a2,page_view,2025-08-21 15:46:29,main/wp-content/list,,,email,desktop,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/59.0.857.0 Mobile/51T665 Safari/534.2",93.45.31.124
evt_004624,cust_50517,sess_68231a3e,search,2025-08-25 17:55:52,tag/list/posts,prod_8413,cat_clothing,facebook,desktop,"Mozilla/5.0 (Linux; Android 2.3) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/47.0.803.0 Safari/532.0",59.206.130.14
evt_004625,cust_17361,sess_65f59e62,checkout_start,2025-08-23 11:54:48,tag/tags,prod_6783,cat_home,google,tablet,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/59.0.828.0 Mobile/14T313 Safari/533.1",100.195.253.2
evt_004626,cust_94182,sess_cd74cc9a,purchase,2025-09-05 02:25:21,app/tags/tags,,,twitter,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; apn-IN) AppleWebKit/533.24.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.24.6",120.128.96.123
evt_004627,cust_11624,sess_79ba2e7c,checkout_start,2025-08-20 03:24:00,wp-content,prod_6639,cat_home,twitter,tablet,"Mozilla/5.0 (iPad; CPU iPad OS 11_4_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/13.7g9482.0 Mobile/42O112 Safari/536.0",190.82.158.1
evt_004628,cust_48765,sess_c71e7bca,purchase,2025-09-15 23:16:16,list,prod_5990,cat_home,instagram,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7 rv:4.0; hy-AM) AppleWebKit/534.15.2 (KHTML, like Gecko) Version/5.0 Safari/534.15.2",216.209.124.232
evt_004629,cust_20521,sess_620637a0,search,2025-08-19 12:00:19,list,prod_4610,cat_books,instagram,desktop,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.0),81.208.133.53
evt_004630,cust_52240,sess_d9e598a2,checkout_start,2025-09-10 17:32:29,app/search,prod_2649,cat_books,twitter,desktop,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/59.0.854.0 Mobile/78C603 Safari/531.1",3.102.194.35
evt_004631,cust_16247,sess_b225cfe3,search,2025-08-31 21:15:34,wp-content,prod_3747,cat_electronics,instagram,desktop,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/10.0k2733.0 Mobile/83U612 Safari/535.2",169.108.213.208
evt_004632,cust_41576,sess_40ed46ad,page_view,2025-09-13 06:50:36,list/main/app,prod_9834,cat_electronics,google,mobile,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/39.0.819.0 Safari/531.1",200.20.211.201
evt_004633,cust_20811,sess_ba561cde,product_view,2025-08-23 08:34:58,list,prod_3018,cat_beauty,twitter,desktop,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.0),217.15.153.178
evt_004634,cust_34534,sess_7d3fd2e8,purchase,2025-08-20 15:49:21,wp-content/blog/main,prod_4284,cat_clothing,twitter,tablet,Mozilla/5.0 (Android 3.2.2; Mobile; rv:11.0) Gecko/11.0 Firefox/11.0,218.93.17.36
evt_004635,cust_32084,sess_5b15c315,page_view,2025-09-14 01:01:16,posts/categories/posts,prod_4080,cat_electronics,twitter,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; bem-ZM) AppleWebKit/531.24.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.24.5",200.29.244.191
evt_004636,cust_90604,sess_94ae21ea,checkout_start,2025-08-31 04:02:58,blog/app,prod_8730,cat_beauty,direct,tablet,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),186.155.124.134
evt_004637,cust_65741,sess_30cbc8d4,page_view,2025-09-07 20:23:17,explore/explore/posts,,,facebook,tablet,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/5.1),59.228.74.115
evt_004638,cust_82477,sess_966bbb47,page_view,2025-08-19 03:47:14,main,prod_1972,cat_home,google,desktop,Mozilla/5.0 (Android 2.2.2; Mobile; rv:38.0) Gecko/38.0 Firefox/38.0,54.11.26.64
evt_004639,cust_80943,sess_79baf28b,checkout_start,2025-09-04 04:57:15,posts,prod_3402,cat_electronics,twitter,tablet,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ber-MA) AppleWebKit/531.9.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.9.4",208.227.201.128
evt_004640,cust_45833,sess_33d9e229,page_view,2025-08-21 06:53:19,tag/tag,prod_1872,cat_electronics,twitter,tablet,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.1),17.91.229.98
evt_004641,cust_77856,sess_9be0a78e,page_view,2025-08-18 17:31:01,categories/app/list,,,direct,tablet,Mozilla/5.0 (Android 2.3.7; Mobile; rv:9.0) Gecko/9.0 Firefox/9.0,154.134.3.112
evt_004642,cust_15755,sess_31f35433,purchase,2025-09-06 15:07:59,app,prod_8904,cat_clothing,instagram,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1 rv:6.0; raj-IN) AppleWebKit/532.32.2 (KHTML, like Gecko) Version/4.0.1 Safari/532.32.2",214.69.130.2
evt_004643,cust_89008,sess_15351321,remove_from_cart,2025-08-20 20:00:53,list,prod_5488,cat_home,facebook,mobile,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.1),179.170.47.151
evt_004644,cust_41791,sess_f5fcf9e9,search,2025-09-03 15:13:22,search,prod_9966,cat_beauty,facebook,tablet,Opera/9.26.(Windows NT 5.01; ha-NG) Presto/2.9.168 Version/11.00,155.248.162.244
evt_004645,cust_58178,sess_504a0c45,product_view,2025-09-05 05:47:22,posts,,,direct,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; kl-GL) AppleWebKit/535.43.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6535.43.6",108.11.71.144
evt_004646,cust_73873,sess_f11e6f39,page_view,2025-08-27 12:44:05,category/search,prod_5570,cat_sports,direct,tablet,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.1),167.99.201.249
evt_004647,cust_57519,sess_617aa5d5,product_view,2025-09-12 23:57:14,tags/categories/tags,prod_2838,cat_beauty,email,tablet,Opera/8.64.(Windows NT 10.0; st-ZA) Presto/2.9.180 Version/10.00,24.167.20.14
evt_004648,cust_74649,sess_b9458824,checkout_start,2025-08-24 22:27:53,category/app/categories,prod_6408,cat_beauty,google,mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/9.2o6015.0 Mobile/94P030 Safari/534.0",109.187.28.107
evt_004649,cust_62152,sess_0aaee30f,checkout_start,2025-08-24 11:30:30,tags,prod_4199,cat_clothing,instagram,tablet,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.0),179.63.205.204
evt_004650,cust_85021,sess_f2d8aa00,add_to_cart,2025-08-28 15:33:28,category/wp-content/explore,,,email,desktop,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),94.195.199.28
evt_004651,cust_44950,sess_cc6d04b7,purchase,2025-08-29 23:46:23,posts/category/wp-content,,,twitter,tablet,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/4.1),168.141.75.138
evt_004652,cust_10386,sess_bf78b2b4,page_view,2025-08-22 04:02:47,main/explore/app,prod_2399,cat_beauty,facebook,desktop,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_7; rv:1.9.2.20) Gecko/8335-10-09 14:44:17.235199 Firefox/3.8,10.34.43.218
evt_004653,cust_27601,sess_551bb2a8,search,2025-08-21 21:13:55,search,prod_9116,cat_beauty,email,mobile,Opera/9.13.(X11; Linux x86_64; bn-IN) Presto/2.9.184 Version/11.00,118.170.195.31
evt_004654,cust_73153,sess_d2cbb191,purchase,2025-08-20 03:01:32,search,prod_3347,cat_sports,facebook,tablet,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; he-IL) AppleWebKit/531.48.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.48.5",32.44.229.80
evt_004655,cust_24113,sess_982ed6d5,purchase,2025-09-08 05:40:17,search/posts/main,prod_7516,cat_clothing,facebook,mobile,Opera/9.10.(Windows 98; el-CY) Presto/2.9.174 Version/10.00,48.74.115.4
evt_004656,cust_57696,sess_ca97a540,checkout_start,2025-08-20 07:53:03,explore/tag,prod_9383,cat_beauty,email,tablet,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_7 rv:3.0; xh-ZA) AppleWebKit/532.45.7 (KHTML, like Gecko) Version/4.1 Safari/532.45.7",111.90.240.162
evt_004657,cust_11964,sess_e4fc1935,product_view,2025-09-15 18:17:59,wp-content/posts,prod_4662,cat_electronics,twitter,desktop,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/19.0.827.0 Safari/531.1",88.226.251.238
evt_004658,cust_76551,sess_bff6fdcd,page_view,2025-08-19 11:06:17,blog/list/blog,prod_7526,cat_books,instagram,tablet,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/14.7j8662.0 Mobile/60W617 Safari/536.1",126.233.0.246
evt_004659,cust_63809,sess_c21597ef,product_view,2025-09-01 09:00:33,list,prod_9511,cat_beauty,instagram,mobile,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/4.0),71.8.110.173
evt_004660,cust_19542,sess_f6a6747b,checkout_start,2025-08-30 11:38:48,explore/wp-content,prod_8085,cat_clothing,instagram,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/30.0.883.0 Safari/531.2",129.224.139.171
evt_004661,cust_35589,sess_87dcbe70,add_to_cart,2025-09-06 19:39:54,explore,prod_2823,cat_clothing,direct,mobile,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.1),15.0.18.87
evt_004662,cust_36042,sess_f455e736,remove_from_cart,2025-09-04 13:08:38,categories,,,facebook,tablet,Opera/9.77.(Windows NT 6.1; nso-ZA) Presto/2.9.186 Version/10.00,110.162.209.145
evt_004663,cust_53832,sess_d863b47c,product_view,2025-08-29 11:06:33,wp-content,prod_9632,cat_beauty,twitter,tablet,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; nan-TW) AppleWebKit/531.48.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.48.3",166.205.144.57
evt_004664,cust_41796,sess_c78801bc,purchase,2025-09-15 03:08:38,category,prod_5488,cat_sports,instagram,tablet,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/45.0.897.0 Safari/533.0",19.119.120.13
evt_004665,cust_61906,sess_09733069,purchase,2025-09-15 08:28:10,category,prod_8595,cat_sports,facebook,desktop,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/42.0.801.0 Safari/533.0",136.75.205.67
evt_004666,cust_34383,sess_abbb35b6,search,2025-08-19 06:38:06,wp-content/tags,prod_2600,cat_clothing,facebook,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_7 rv:4.0; hi-IN) AppleWebKit/534.32.6 (KHTML, like Gecko) Version/4.0.1 Safari/534.32.6",68.153.149.69
evt_004667,cust_13910,sess_af507b76,checkout_start,2025-08-17 23:50:24,posts,,,facebook,tablet,Opera/9.67.(X11; Linux x86_64; fil-PH) Presto/2.9.186 Version/10.00,196.90.204.204
evt_004668,cust_85320,sess_f920d54b,purchase,2025-09-14 08:03:50,search/blog,prod_9538,cat_books,instagram,desktop,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/42.0.852.0 Safari/531.2",135.166.34.77
evt_004669,cust_28920,sess_36c23ed2,search,2025-08-21 23:20:48,explore,,,email,desktop,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.1),130.146.206.133
evt_004670,cust_64666,sess_d7f049e5,page_view,2025-08-26 05:05:40,blog,prod_5913,cat_books,direct,tablet,Opera/8.19.(Windows NT 10.0; vi-VN) Presto/2.9.164 Version/12.00,70.180.186.239
evt_004671,cust_73648,sess_6bc71214,page_view,2025-09-04 17:46:42,main,prod_3988,cat_home,facebook,tablet,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0),219.63.155.194
evt_004672,cust_58943,sess_455ddf50,page_view,2025-09-07 02:18:32,tags/main,prod_7092,cat_beauty,direct,tablet,Opera/9.69.(Windows NT 6.2; az-IN) Presto/2.9.186 Version/11.00,20.237.149.212
evt_004673,cust_90898,sess_5f7086d3,page_view,2025-08-25 16:38:23,categories/main,prod_7858,cat_books,instagram,mobile,"Mozilla/5.0 (iPad; CPU iPad OS 17_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/14.5m8133.0 Mobile/11I012 Safari/534.1",149.47.234.29
evt_004674,cust_10317,sess_d154c67d,product_view,2025-08-20 05:42:28,blog/tag/app,prod_3350,cat_home,google,mobile,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/50.0.864.0 Safari/535.2",74.251.85.57
evt_004675,cust_14349,sess_de19e346,search,2025-08-25 22:02:32,tag/main,prod_6547,cat_beauty,direct,tablet,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_4 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/13.7j3062.0 Mobile/37W461 Safari/535.0",137.199.243.108
evt_004676,cust_14402,sess_7402c24b,checkout_start,2025-09-01 04:11:50,search,,,twitter,desktop,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.3.6 (KHTML, like Gecko) Version/5.0.5 Safari/531.3.6",4.105.228.75
evt_004677,cust_68774,sess_ff98c677,remove_from_cart,2025-09-10 21:04:44,categories/blog/blog,,,email,desktop,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/9100-02-09 16:51:52.500732 Firefox/3.8,60.31.35.199
evt_004678,cust_16153,sess_c33ddea9,product_view,2025-09-14 05:38:08,explore/main,,,facebook,desktop,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_8 rv:2.0; sw-TZ) AppleWebKit/534.22.6 (KHTML, like Gecko) Version/4.1 Safari/534.22.6",66.251.192.100
evt_004679,cust_60965,sess_f3eb8d01,page_view,2025-09-15 10:07:37,search/blog/categories,prod_8552,cat_electronics,google,tablet,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.0),152.31.72.110
evt_004680,cust_32009,sess_8e4eba77,remove_from_cart,2025-08-22 23:45:38,tags,,,instagram,mobile,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.41.1 (KHTML, like Gecko) Version/5.0.3 Safari/533.41.1",152.143.100.234
evt_004681,cust_47867,sess_29f3eeaf,product_view,2025-09-01 16:20:53,category,prod_9263,cat_electronics,facebook,mobile,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_5) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/59.0.847.0 Safari/534.2",93.14.54.14
evt_004682,cust_30865,sess_16010a92,checkout_start,2025-09-08 07:33:00,posts,prod_9817,cat_home,instagram,tablet,Opera/8.56.(Windows CE; byn-ER) Presto/2.9.173 Version/12.00,40.54.91.119
evt_004683,cust_70749,sess_a83b88d3,checkout_start,2025-08-26 16:28:32,categories,,,facebook,mobile,Opera/9.98.(Windows 98; Win 9x 4.90; es-CO) Presto/2.9.178 Version/10.00,137.102.19.1
evt_004684,cust_53411,sess_5a9a62c3,search,2025-08-25 17:26:55,explore/explore/tag,prod_6394,cat_electronics,instagram,tablet,Opera/8.62.(X11; Linux i686; ts-ZA) Presto/2.9.186 Version/11.00,21.210.243.98
evt_004685,cust_99043,sess_af57ddd4,product_view,2025-08-22 05:38:11,tags,,,direct,mobile,"Mozilla/5.0 (Linux; Android 2.3.6) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/32.0.827.0 Safari/536.2",220.114.3.112
evt_004686,cust_69995,sess_e316d03c,add_to_cart,2025-09-09 22:10:19,tags,,,google,tablet,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.0),75.202.240.178
evt_004687,cust_42334,sess_722cb747,add_to_cart,2025-09-08 08:42:11,tags/wp-content/tags,prod_6947,cat_home,email,mobile,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/4156-03-03 11:20:05.415710 Firefox/3.6.9,152.99.112.129
evt_004688,cust_15280,sess_de8e4004,product_view,2025-09-13 13:27:50,categories,prod_7150,cat_electronics,google,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; shs-CA) AppleWebKit/532.9.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.9.1",142.29.36.163
evt_004689,cust_82671,sess_638bdfc8,search,2025-09-15 05:07:50,categories/list,prod_7710,cat_beauty,google,tablet,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.1),7.9.201.105
evt_004690,cust_70608,sess_109cd4a9,product_view,2025-08-31 20:38:34,blog/tag,,,instagram,mobile,Opera/8.93.(X11; Linux x86_64; nso-ZA) Presto/2.9.179 Version/11.00,223.18.214.217
evt_004691,cust_83183,sess_ff40a640,remove_from_cart,2025-09-02 17:14:30,main/search/explore,prod_5491,cat_books,google,mobile,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0),9.146.124.20
evt_004692,cust_77107,sess_d349a7a7,search,2025-08-18 21:54:00,explore/tags,prod_2199,cat_electronics,google,mobile,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.1),73.15.153.158
evt_004693,cust_44719,sess_90f51f5b,search,2025-09-06 23:02:39,main/explore/tag,prod_1440,cat_books,instagram,desktop,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.1),145.150.191.63
evt_004694,cust_18901,sess_fb26b759,search,2025-09-13 10:26:03,search,prod_9395,cat_books,direct,mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/12.9u5656.0 Mobile/22H749 Safari/532.2",179.234.46.41
evt_004695,cust_14955,sess_f319f79a,add_to_cart,2025-08-18 20:29:34,explore/categories,,,google,desktop,Mozilla/5.0 (Android 5.1.1; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,195.108.254.49
evt_004696,cust_94773,sess_fce41fed,search,2025-09-13 01:07:12,explore/explore,prod_5172,cat_books,direct,mobile,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.1),67.21.227.66
evt_004697,cust_13812,sess_c7d05ed2,checkout_start,2025-09-15 01:55:11,list/app/category,,,twitter,tablet,Opera/9.13.(X11; Linux i686; nr-ZA) Presto/2.9.171 Version/12.00,47.43.95.239
evt_004698,cust_38983,sess_eb994a3b,add_to_cart,2025-09-02 16:18:34,main/tag/list,,,instagram,mobile,Opera/8.96.(X11; Linux i686; rw-RW) Presto/2.9.180 Version/10.00,34.195.87.88
evt_004699,cust_32007,sess_600d1798,checkout_start,2025-09-01 19:43:03,main,prod_1843,cat_sports,facebook,mobile,Mozilla/5.0 (Windows 98; Win 9x 4.90; csb-PL; rv:1.9.1.20) Gecko/2954-11-20 18:33:59.156673 Firefox/3.8,169.244.2.42
evt_004700,cust_52735,sess_28a062c9,checkout_start,2025-09-01 08:27:40,list/main/tags,prod_7463,cat_electronics,google,tablet,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_8; rv:1.9.4.20) Gecko/4261-12-31 11:17:43.477661 Firefox/7.0,137.44.157.195
evt_004701,cust_54717,sess_b0f68e73,remove_from_cart,2025-09-03 10:21:03,category/explore,prod_2052,cat_sports,email,desktop,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8; rv:1.9.3.20) Gecko/9463-02-13 05:24:28.071136 Firefox/3.8,153.4.199.198
evt_004702,cust_91874,sess_bc480bb5,page_view,2025-08-24 09:56:23,posts/posts,prod_9192,cat_clothing,instagram,desktop,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.0),155.213.206.122
evt_004703,cust_60951,sess_67118c23,page_view,2025-08-31 19:37:20,wp-content,,,direct,mobile,"Mozilla/5.0 (Linux; Android 4.1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/55.0.845.0 Safari/532.0",199.255.158.103
evt_004704,cust_30122,sess_61e8ccb4,product_view,2025-08-29 06:54:29,wp-content/list,prod_7671,cat_electronics,facebook,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mag-IN) AppleWebKit/535.3.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6535.3.2",169.119.118.224
evt_004705,cust_16937,sess_828a0230,add_to_cart,2025-08-27 16:44:20,main/list/tag,prod_2430,cat_clothing,facebook,mobile,"Mozilla/5.0 (Windows 95) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/34.0.837.0 Safari/532.2",51.60.33.41
evt_004706,cust_59318,sess_4ce0f198,purchase,2025-09-06 11:34:03,search,,,google,tablet,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.1),126.198.119.135
evt_004707,cust_83440,sess_af697492,product_view,2025-08-23 13:25:50,search,,,direct,desktop,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.0),152.161.150.96
evt_004708,cust_79489,sess_df3c2dfe,remove_from_cart,2025-08-27 16:39:30,main,,,google,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ht-HT) AppleWebKit/533.13.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6533.13.7",200.254.241.18
evt_004709,cust_83615,sess_58b91fdc,search,2025-09-07 11:36:59,tag,prod_7160,cat_clothing,facebook,desktop,Opera/9.40.(X11; Linux x86_64; ak-GH) Presto/2.9.163 Version/11.00,21.219.228.119
evt_004710,cust_18887,sess_852bed52,purchase,2025-08-24 12:26:35,list/main,,,direct,mobile,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/5.0),150.147.61.244
evt_004711,cust_56393,sess_aee6c5b0,add_to_cart,2025-08-24 14:28:37,explore/main,prod_4027,cat_books,direct,desktop,Mozilla/5.0 (Windows NT 6.0; nr-ZA; rv:1.9.1.20) Gecko/8752-05-11 12:47:36.308044 Firefox/3.8,45.7.163.6
evt_004712,cust_28254,sess_a2013492,checkout_start,2025-08-21 11:19:56,main/explore/categories,,,google,mobile,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/20.0.847.0 Safari/536.1",219.212.178.59
evt_004713,cust_33058,sess_8b783754,search,2025-09-05 03:52:20,tags/search/blog,prod_9514,cat_home,facebook,tablet,"Mozilla/5.0 (iPad; CPU iPad OS 8_4_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/14.6a8778.0 Mobile/72Y201 Safari/531.2",1.91.16.75
evt_004714,cust_39135,sess_ed765130,add_to_cart,2025-09-14 16:59:40,wp-content/categories/blog,,,facebook,desktop,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/58.0.838.0 Safari/534.1",131.8.68.54
evt_004715,cust_80566,sess_76a6cfc0,checkout_start,2025-09-08 10:46:47,wp-content/wp-content,prod_7165,cat_beauty,facebook,tablet,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/62.0.827.0 Mobile/33A679 Safari/536.2",144.200.187.250
evt_004716,cust_45965,sess_6c6411a5,page_view,2025-08-19 05:42:47,categories,prod_7224,cat_clothing,twitter,desktop,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_9 rv:4.0; sw-KE) AppleWebKit/532.11.5 (KHTML, like Gecko) Version/4.0.3 Safari/532.11.5",10.54.178.165
evt_004717,cust_77846,sess_8a95822d,remove_from_cart,2025-08-29 18:44:29,tag/tags/main,prod_8323,cat_beauty,google,tablet,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),31.7.86.158
evt_004718,cust_38272,sess_37a935e2,remove_from_cart,2025-09-07 10:58:06,app/tag/app,prod_3060,cat_clothing,twitter,tablet,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.1),188.126.191.150
evt_004719,cust_88816,sess_264d3e63,add_to_cart,2025-09-11 22:46:29,tags,,,twitter,desktop,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; tk-TM) AppleWebKit/531.39.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.39.1",203.85.159.144
evt_004720,cust_34526,sess_4f5ca59d,page_view,2025-08-23 21:31:04,explore,prod_7518,cat_home,facebook,desktop,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.1),136.164.25.0
evt_004721,cust_76329,sess_a8046154,search,2025-09-07 02:39:51,list/main/category,prod_9557,cat_home,direct,desktop,"Mozilla/5.0 (iPad; CPU iPad OS 11_4_1 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/54.0.890.0 Mobile/17G532 Safari/534.1",162.22.103.164
evt_004722,cust_53070,sess_79c4ebfc,page_view,2025-08-27 17:10:45,blog/tags/categories,prod_8996,cat_books,email,desktop,Opera/8.54.(Windows NT 5.01; ku-TR) Presto/2.9.176 Version/11.00,102.166.72.50
evt_004723,cust_26088,sess_eb32f09d,page_view,2025-08-25 13:05:08,app/search,prod_8665,cat_electronics,direct,tablet,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/19.0.811.0 Safari/534.0",69.235.135.47
